ID,d0_s1,Pair,Length,Total_IMPR,Total_BEH,BEH1,BEH2,BEH3,BEH4,BEH5,BEH6,BEH7,BEH8,BEH9,BEH10,BEH11,BEH12,BEH13,BEH14,BEH15,BEH16,IMPR1,IMPR2,IMPR3,IMPR4,IMPR5,IMPR6,IMPR7,IMPR8,IMPR9,IMPR10,IMPR11,IMPR12,IMPR13,IMPR14,IMPR15,IMPR16
90,0,791,12,-2.54|-1.97|-1.53|.50|-2.05|-3.00|-2.55|-3.00|-3.00|.00|.44|-1.03|,negposposposnegnegnegnegnegposposneg,neg,pos,pos,pos,neg,neg,neg,neg,neg,pos,pos,neg,NA,NA,NA,NA,-2.54,-1.97,-1.53,.50,-2.05,-3.00,-2.55,-3.00,-3.00,.00,.44,-1.03,NA,NA,NA,NA
62,0,792,12,-3.00|3.00|3.00|3.00|-2.99|.06|3.00|-2.99|2.09|.00|-2.65|2.61|,negposposposnegneutposnegposneutnegpos,neg,pos,pos,pos,neg,neut,pos,neg,pos,neut,neg,pos,NA,NA,NA,NA,-3.00,3.00,3.00,3.00,-2.99,.06,3.00,-2.99,2.09,.00,-2.65,2.61,NA,NA,NA,NA
48,0,792,12,-1.86|1.80|1.80|1.80|-2.07|-.01|1.39|.28|1.95|.00|.06|2.71|,negposposposnegneutposnegposneutnegpos,neg,pos,pos,pos,neg,neut,pos,neg,pos,neut,neg,pos,NA,NA,NA,NA,-1.86,1.80,1.80,1.80,-2.07,-.01,1.39,.28,1.95,.00,.06,2.71,NA,NA,NA,NA
181,1,793,12,-1.50|1.60|2.80|3.00|3.00|1.70|1.70|1.70|.70|2.00|2.70|3.00|,negposposposneutnegneutneutnegpospospos,neg,pos,pos,pos,neut,neg,neut,neut,neg,pos,pos,pos,NA,NA,NA,NA,-1.50,1.60,2.80,3.00,3.00,1.70,1.70,1.70,.70,2.00,2.70,3.00,NA,NA,NA,NA
198,1,793,12,.55|.83|.90|.99|.91|.70|.81|1.06|.88|1.16|1.29|1.39|,negposposposneutnegneutneutnegpospospos,neg,pos,pos,pos,neut,neg,neut,neut,neg,pos,pos,pos,NA,NA,NA,NA,.55,.83,.90,.99,.91,.70,.81,1.06,.88,1.16,1.29,1.39,NA,NA,NA,NA
191,1,794,12,1.22|1.72|2.06|2.25|2.50|2.61|2.61|2.75|2.60|2.70|2.80|2.40|,negposposposposposneutposnegposposneg,neg,pos,pos,pos,pos,pos,neut,pos,neg,pos,pos,neg,NA,NA,NA,NA,1.22,1.72,2.06,2.25,2.50,2.61,2.61,2.75,2.60,2.70,2.80,2.40,NA,NA,NA,NA
75,0,794,12,-3.00|-1.51|-1.66|-1.66|-1.66|-1.54|-1.54|-1.13|-1.72|-.57|-.41|-2.00|,negposposposposposneutposnegposposneg,neg,pos,pos,pos,pos,pos,neut,pos,neg,pos,pos,neg,NA,NA,NA,NA,-3.00,-1.51,-1.66,-1.66,-1.66,-1.54,-1.54,-1.13,-1.72,-.57,-.41,-2.00,NA,NA,NA,NA
139,1,795,12,.28|-.79|-1.13|-1.13|-1.13|.03|.35|.35|.35|.35|-2.17|-2.17|,neutnegnegnegnegposposneutposposnegneg,neut,neg,neg,neg,neg,pos,pos,neut,pos,pos,neg,neg,NA,NA,NA,NA,.28,-.79,-1.13,-1.13,-1.13,.03,.35,.35,.35,.35,-2.17,-2.17,NA,NA,NA,NA
145,1,795,12,-1.04|-1.04|-1.04|-1.04|-1.04|1.56|1.56|1.56|1.56|1.56|-2.01|-2.01|,neutnegnegnegnegposposneutposposnegneg,neut,neg,neg,neg,neg,pos,pos,neut,pos,pos,neg,neg,NA,NA,NA,NA,-1.04,-1.04,-1.04,-1.04,-1.04,1.56,1.56,1.56,1.56,1.56,-2.01,-2.01,NA,NA,NA,NA
5,0,796,12,1.00|-3.00|-3.00|-3.00|-3.00|-3.00|-3.00|-3.00|-2.43|-3.00|-3.00|-3.00|,neutnegnegnegneutnegnegposposnegnegneg,neut,neg,neg,neg,neut,neg,neg,pos,pos,neg,neg,neg,NA,NA,NA,NA,1.00,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,-2.43,-3.00,-3.00,-3.00,NA,NA,NA,NA
130,1,796,12,1.06|-2.59|-3.00|-3.00|1.49|-2.58|-2.84|3.00|3.00|-2.53|-2.65|-3.00|,neutnegnegnegneutnegnegposposnegnegneg,neut,neg,neg,neg,neut,neg,neg,pos,pos,neg,neg,neg,NA,NA,NA,NA,1.06,-2.59,-3.00,-3.00,1.49,-2.58,-2.84,3.00,3.00,-2.53,-2.65,-3.00,NA,NA,NA,NA
46,0,797,12,1.58|-2.85|-.03|-.89|2.08|2.41|-1.00|-2.61|-2.44|1.65|1.05|3.00|,neutnegnegnegposposnegnegnegneutpospos,neut,neg,neg,neg,pos,pos,neg,neg,neg,neut,pos,pos,NA,NA,NA,NA,1.58,-2.85,-.03,-.89,2.08,2.41,-1.00,-2.61,-2.44,1.65,1.05,3.00,NA,NA,NA,NA
86,0,797,12,-.04|-2.53|-2.53|-2.53|2.41|3.00|-1.67|1.05|-.77|.03|3.00|3.00|,neutnegnegnegposposnegnegnegneutpospos,neut,neg,neg,neg,pos,pos,neg,neg,neg,neut,pos,pos,NA,NA,NA,NA,-.04,-2.53,-2.53,-2.53,2.41,3.00,-1.67,1.05,-.77,.03,3.00,3.00,NA,NA,NA,NA
68,0,798,12,2.52|1.42|.84|.84|-1.45|-2.14|-1.24|.46|.84|1.46|1.46|1.55|,neutnegnegposnegnegposneutposposposneut,neut,neg,neg,pos,neg,neg,pos,neut,pos,pos,pos,neut,NA,NA,NA,NA,2.52,1.42,.84,.84,-1.45,-2.14,-1.24,.46,.84,1.46,1.46,1.55,NA,NA,NA,NA
122,1,798,12,.08|-3.00|-3.00|-.09|-2.99|-2.99|-2.99|.01|-.92|1.06|2.04|-.01|,neutnegnegposnegnegposneutposposposneut,neut,neg,neg,pos,neg,neg,pos,neut,pos,pos,pos,neut,NA,NA,NA,NA,.08,-3.00,-3.00,-.09,-2.99,-2.99,-2.99,.01,-.92,1.06,2.04,-.01,NA,NA,NA,NA
63,0,799,12,.03|-2.99|-2.99|-2.02|-2.99|-2.07|-2.07|-2.99|-2.99|-2.07|-3.00|-3.00|,neutnegnegposnegneutposnegnegposnegpos,neut,neg,neg,pos,neg,neut,pos,neg,neg,pos,neg,pos,NA,NA,NA,NA,.03,-2.99,-2.99,-2.02,-2.99,-2.07,-2.07,-2.99,-2.99,-2.07,-3.00,-3.00,NA,NA,NA,NA
189,1,799,12,.34|-3.00|-3.00|-.89|-1.65|-1.65|-.40|-1.10|-1.68|.30|-.79|1.18|,neutnegnegposnegneutposnegnegposnegpos,neut,neg,neg,pos,neg,neut,pos,neg,neg,pos,neg,pos,NA,NA,NA,NA,.34,-3.00,-3.00,-.89,-1.65,-1.65,-.40,-1.10,-1.68,.30,-.79,1.18,NA,NA,NA,NA
20,0,799,12,1.46|-2.08|-1.08|3.00|3.00|1.11|3.00|1.03|-3.00|3.00|-2.05|3.00|,neutnegnegposnegneutposnegnegposnegpos,neut,neg,neg,pos,neg,neut,pos,neg,neg,pos,neg,pos,NA,NA,NA,NA,1.46,-2.08,-1.08,3.00,3.00,1.11,3.00,1.03,-3.00,3.00,-2.05,3.00,NA,NA,NA,NA
127,1,800,12,.49|.49|-.33|-.21|-.21|-.08|.23|.09|.09|.25|.37|.37|,neutnegnegposneutposposnegnegposposneg,neut,neg,neg,pos,neut,pos,pos,neg,neg,pos,pos,neg,NA,NA,NA,NA,.49,.49,-.33,-.21,-.21,-.08,.23,.09,.09,.25,.37,.37,NA,NA,NA,NA
147,1,800,12,.01|-3.00|-3.00|3.00|1.00|3.00|3.00|2.00|-3.00|3.00|3.00|-3.00|,neutnegnegposneutposposnegnegposposneg,neut,neg,neg,pos,neut,pos,pos,neg,neg,pos,pos,neg,NA,NA,NA,NA,.01,-3.00,-3.00,3.00,1.00,3.00,3.00,2.00,-3.00,3.00,3.00,-3.00,NA,NA,NA,NA
168,1,801,12,-1.01|-2.96|-2.96|-1.03|1.00|-.01|2.07|3.00|1.03|-2.07|-3.00|.03|,neutnegnegposposnegposposnegnegnegpos,neut,neg,neg,pos,pos,neg,pos,pos,neg,neg,neg,pos,NA,NA,NA,NA,-1.01,-2.96,-2.96,-1.03,1.00,-.01,2.07,3.00,1.03,-2.07,-3.00,.03,NA,NA,NA,NA
99,0,801,12,1.22|1.06|1.06|1.31|1.71|1.59|1.59|1.59|.98|.98|.70|.96|,neutnegnegposposnegposposnegnegnegpos,neut,neg,neg,pos,pos,neg,pos,pos,neg,neg,neg,pos,NA,NA,NA,NA,1.22,1.06,1.06,1.31,1.71,1.59,1.59,1.59,.98,.98,.70,.96,NA,NA,NA,NA
80,0,802,12,-2.97|-3.00|-1.01|-2.08|-1.46|-2.68|-1.00|-1.00|-1.00|-.06|-.99|-.02|,neutnegposnegposnegposneutneutposnegpos,neut,neg,pos,neg,pos,neg,pos,neut,neut,pos,neg,pos,NA,NA,NA,NA,-2.97,-3.00,-1.01,-2.08,-1.46,-2.68,-1.00,-1.00,-1.00,-.06,-.99,-.02,NA,NA,NA,NA
130,1,802,12,-.08|-3.00|2.20|-3.00|2.05|-3.00|3.00|3.00|.00|3.00|-3.00|3.00|,neutnegposnegposnegposneutneutposnegpos,neut,neg,pos,neg,pos,neg,pos,neut,neut,pos,neg,pos,NA,NA,NA,NA,-.08,-3.00,2.20,-3.00,2.05,-3.00,3.00,3.00,.00,3.00,-3.00,3.00,NA,NA,NA,NA
59,0,803,12,.02|.02|-1.69|-2.46|-3.00|2.05|-1.89|2.63|.01|1.12|1.12|2.05|,neutneutnegnegnegposnegposneutpospospos,neut,neut,neg,neg,neg,pos,neg,pos,neut,pos,pos,pos,NA,NA,NA,NA,.02,.02,-1.69,-2.46,-3.00,2.05,-1.89,2.63,.01,1.12,1.12,2.05,NA,NA,NA,NA
195,1,803,12,-.03|-.03|-1.07|-1.07|-1.99|2.09|-2.99|3.00|.08|2.18|3.00|1.06|,neutneutnegnegnegposnegposneutpospospos,neut,neut,neg,neg,neg,pos,neg,pos,neut,pos,pos,pos,NA,NA,NA,NA,-.03,-.03,-1.07,-1.07,-1.99,2.09,-2.99,3.00,.08,2.18,3.00,1.06,NA,NA,NA,NA
95,0,804,12,-2.07|-2.07|-2.07|1.00|1.00|-.98|3.00|-3.00|-3.00|-3.00|1.03|1.03|,neutneutneutposposnegposnegnegnegpospos,neut,neut,neut,pos,pos,neg,pos,neg,neg,neg,pos,pos,NA,NA,NA,NA,-2.07,-2.07,-2.07,1.00,1.00,-.98,3.00,-3.00,-3.00,-3.00,1.03,1.03,NA,NA,NA,NA
84,0,804,12,-1.12|-1.12|-1.12|-.81|-.49|-.63|-.28|-.28|-.37|-.37|-.19|-.19|,neutneutneutposposnegposnegnegnegpospos,neut,neut,neut,pos,pos,neg,pos,neg,neg,neg,pos,pos,NA,NA,NA,NA,-1.12,-1.12,-1.12,-.81,-.49,-.63,-.28,-.28,-.37,-.37,-.19,-.19,NA,NA,NA,NA
114,1,805,12,-.11|2.23|.02|-1.56|3.00|1.78|3.00|.05|3.00|-3.00|2.15|-3.00|,neutposnegnegposnegposneutposnegposneg,neut,pos,neg,neg,pos,neg,pos,neut,pos,neg,pos,neg,NA,NA,NA,NA,-.11,2.23,.02,-1.56,3.00,1.78,3.00,.05,3.00,-3.00,2.15,-3.00,NA,NA,NA,NA
153,1,805,12,-3.00|-.97|-.97|-.97|1.04|-3.00|.15|.15|.15|-1.07|.08|-3.00|,neutposnegnegposnegposneutposnegposneg,neut,pos,neg,neg,pos,neg,pos,neut,pos,neg,pos,neg,NA,NA,NA,NA,-3.00,-.97,-.97,-.97,1.04,-3.00,.15,.15,.15,-1.07,.08,-3.00,NA,NA,NA,NA
160,1,806,12,.02|1.09|.43|1.30|.99|1.61|.35|1.90|1.50|.99|.06|-1.15|,neutposnegposnegposnegposnegnegneutneg,neut,pos,neg,pos,neg,pos,neg,pos,neg,neg,neut,neg,NA,NA,NA,NA,.02,1.09,.43,1.30,.99,1.61,.35,1.90,1.50,.99,.06,-1.15,NA,NA,NA,NA
68,0,806,12,-1.81|.89|.47|1.80|-1.45|.49|-1.05|1.44|-1.15|-1.80|.03|-1.62|,neutposnegposnegposnegposnegnegneutneg,neut,pos,neg,pos,neg,pos,neg,pos,neg,neg,neut,neg,NA,NA,NA,NA,-1.81,.89,.47,1.80,-1.45,.49,-1.05,1.44,-1.15,-1.80,.03,-1.62,NA,NA,NA,NA
3,0,807,12,.52|2.08|.08|1.59|1.38|2.43|.29|2.06|-3.00|2.52|-1.36|2.74|,neutposnegposneutposnegposnegposnegpos,neut,pos,neg,pos,neut,pos,neg,pos,neg,pos,neg,pos,NA,NA,NA,NA,.52,2.08,.08,1.59,1.38,2.43,.29,2.06,-3.00,2.52,-1.36,2.74,NA,NA,NA,NA
124,1,807,12,-.03|2.05|2.53|2.53|-.01|1.90|-2.16|1.96|-1.96|2.29|-3.00|2.55|,neutposnegposneutposnegposnegposnegpos,neut,pos,neg,pos,neut,pos,neg,pos,neg,pos,neg,pos,NA,NA,NA,NA,-.03,2.05,2.53,2.53,-.01,1.90,-2.16,1.96,-1.96,2.29,-3.00,2.55,NA,NA,NA,NA
58,0,808,12,-3.00|-2.51|-2.51|-2.22|-3.00|-3.00|-3.00|-3.00|-3.00|-3.00|-3.00|-3.00|,neutposneutposnegnegnegposnegnegneutneg,neut,pos,neut,pos,neg,neg,neg,pos,neg,neg,neut,neg,NA,NA,NA,NA,-3.00,-2.51,-2.51,-2.22,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,NA,NA,NA,NA
135,1,808,12,-.02|2.70|.00|1.83|-1.36|-1.53|-1.96|.03|1.25|.21|.03|-1.08|,neutposneutposnegnegnegposnegnegneutneg,neut,pos,neut,pos,neg,neg,neg,pos,neg,neg,neut,neg,NA,NA,NA,NA,-.02,2.70,.00,1.83,-1.36,-1.53,-1.96,.03,1.25,.21,.03,-1.08,NA,NA,NA,NA
156,1,809,12,.02|2.00|1.00|2.00|2.00|2.00|-2.01|-2.01|-1.06|-2.08|-2.08|1.94|,neutposneutposposposnegnegnegnegnegpos,neut,pos,neut,pos,pos,pos,neg,neg,neg,neg,neg,pos,NA,NA,NA,NA,.02,2.00,1.00,2.00,2.00,2.00,-2.01,-2.01,-1.06,-2.08,-2.08,1.94,NA,NA,NA,NA
197,1,809,12,2.59|2.87|2.87|2.87|2.87|2.43|2.39|2.19|2.52|2.35|2.18|2.53|,neutposneutposposposnegnegnegnegnegpos,neut,pos,neut,pos,pos,pos,neg,neg,neg,neg,neg,pos,NA,NA,NA,NA,2.59,2.87,2.87,2.87,2.87,2.43,2.39,2.19,2.52,2.35,2.18,2.53,NA,NA,NA,NA
50,0,810,12,.00|1.03|1.03|-.02|3.00|-3.00|.00|3.00|-2.13|2.06|2.06|.01|,neutposposneutposnegnegposnegposposneg,neut,pos,pos,neut,pos,neg,neg,pos,neg,pos,pos,neg,NA,NA,NA,NA,.00,1.03,1.03,-.02,3.00,-3.00,.00,3.00,-2.13,2.06,2.06,.01,NA,NA,NA,NA
88,0,810,12,-2.04|-2.04|-1.83|-1.83|-1.64|-1.68|-2.00|-1.72|-1.83|-2.11|-.98|-2.37|,neutposposneutposnegnegposnegposposneg,neut,pos,pos,neut,pos,neg,neg,pos,neg,pos,pos,neg,NA,NA,NA,NA,-2.04,-2.04,-1.83,-1.83,-1.64,-1.68,-2.00,-1.72,-1.83,-2.11,-.98,-2.37,NA,NA,NA,NA
32,0,811,12,.03|1.72|1.72|1.34|-1.23|-1.23|-.52|-1.05|-1.05|.73|.95|-2.27|,neutposposposnegnegnegnegnegposposneg,neut,pos,pos,pos,neg,neg,neg,neg,neg,pos,pos,neg,NA,NA,NA,NA,.03,1.72,1.72,1.34,-1.23,-1.23,-.52,-1.05,-1.05,.73,.95,-2.27,NA,NA,NA,NA
197,1,811,12,2.87|2.87|2.87|2.43|2.39|2.19|2.52|2.35|2.18|2.53|2.53|2.34|,neutposposposnegnegnegnegnegposposneg,neut,pos,pos,pos,neg,neg,neg,neg,neg,pos,pos,neg,NA,NA,NA,NA,2.87,2.87,2.87,2.43,2.39,2.19,2.52,2.35,2.18,2.53,2.53,2.34,NA,NA,NA,NA
89,0,812,12,3.00|-1.50|-3.00|-3.00|-3.00|-3.00|3.00|3.00|-3.00|.00|.00|3.00|,posnegnegnegnegnegposposnegneutneutpos,pos,neg,neg,neg,neg,neg,pos,pos,neg,neut,neut,pos,NA,NA,NA,NA,3.00,-1.50,-3.00,-3.00,-3.00,-3.00,3.00,3.00,-3.00,.00,.00,3.00,NA,NA,NA,NA
90,0,812,12,.50|-2.05|-3.00|-2.55|-3.00|-3.00|.00|.44|-1.03|-.03|.28|.91|,posnegnegnegnegnegposposnegneutneutpos,pos,neg,neg,neg,neg,neg,pos,pos,neg,neut,neut,pos,NA,NA,NA,NA,.50,-2.05,-3.00,-2.55,-3.00,-3.00,.00,.44,-1.03,-.03,.28,.91,NA,NA,NA,NA
194,1,813,12,3.00|-3.00|-3.00|-3.00|3.00|.10|-3.00|3.00|-3.00|-3.00|-3.00|3.00|,posnegnegnegposneutnegposnegnegnegpos,pos,neg,neg,neg,pos,neut,neg,pos,neg,neg,neg,pos,NA,NA,NA,NA,3.00,-3.00,-3.00,-3.00,3.00,.10,-3.00,3.00,-3.00,-3.00,-3.00,3.00,NA,NA,NA,NA
181,1,813,12,3.00|2.30|-.30|-1.50|1.20|1.20|1.81|2.30|-1.30|-2.40|-2.80|1.20|,posnegnegnegposneutnegposnegnegnegpos,pos,neg,neg,neg,pos,neut,neg,pos,neg,neg,neg,pos,NA,NA,NA,NA,3.00,2.30,-.30,-1.50,1.20,1.20,1.81,2.30,-1.30,-2.40,-2.80,1.20,NA,NA,NA,NA
120,1,814,12,2.30|-1.09|-3.00|1.66|-.01|-3.00|-3.00|2.69|-2.79|1.59|-.82|-2.93|,posnegnegposneutnegnegposnegposnegneg,pos,neg,neg,pos,neut,neg,neg,pos,neg,pos,neg,neg,NA,NA,NA,NA,2.30,-1.09,-3.00,1.66,-.01,-3.00,-3.00,2.69,-2.79,1.59,-.82,-2.93,NA,NA,NA,NA
146,1,814,12,2.92|-3.00|-3.00|2.41|.36|-2.98|-2.98|2.72|-2.76|2.45|-3.00|-3.00|,posnegnegposneutnegnegposnegposnegneg,pos,neg,neg,pos,neut,neg,neg,pos,neg,pos,neg,neg,NA,NA,NA,NA,2.92,-3.00,-3.00,2.41,.36,-2.98,-2.98,2.72,-2.76,2.45,-3.00,-3.00,NA,NA,NA,NA
196,1,815,12,2.71|.69|-1.28|-1.28|-1.28|-1.28|.85|1.83|1.83|1.83|-1.17|1.02|,posnegnegposneutnegneutposposposnegneut,pos,neg,neg,pos,neut,neg,neut,pos,pos,pos,neg,neut,NA,NA,NA,NA,2.71,.69,-1.28,-1.28,-1.28,-1.28,.85,1.83,1.83,1.83,-1.17,1.02,NA,NA,NA,NA
97,0,815,12,1.99|-1.13|-2.59|2.61|.05|-2.56|.03|2.31|2.31|2.31|-3.00|.01|,posnegnegposneutnegneutposposposnegneut,pos,neg,neg,pos,neut,neg,neut,pos,pos,pos,neg,neut,NA,NA,NA,NA,1.99,-1.13,-2.59,2.61,.05,-2.56,.03,2.31,2.31,2.31,-3.00,.01,NA,NA,NA,NA
89,0,816,12,3.00|-3.00|.00|.00|3.00|3.00|-3.00|.99|3.00|-3.00|1.00|-3.00|,posnegneutneutposposnegposnegnegposneg,pos,neg,neut,neut,pos,pos,neg,pos,neg,neg,pos,neg,NA,NA,NA,NA,3.00,-3.00,.00,.00,3.00,3.00,-3.00,.99,3.00,-3.00,1.00,-3.00,NA,NA,NA,NA
47,0,816,12,2.13|-2.07|1.08|1.08|2.06|3.00|-3.00|2.11|-2.10|-3.00|1.10|-2.05|,posnegneutneutposposnegposnegnegposneg,pos,neg,neut,neut,pos,pos,neg,pos,neg,neg,pos,neg,NA,NA,NA,NA,2.13,-2.07,1.08,1.08,2.06,3.00,-3.00,2.11,-2.10,-3.00,1.10,-2.05,NA,NA,NA,NA
30,0,817,12,-.07|-.07|-.07|-.07|-.99|-.99|-.99|-.99|-.99|-.57|-.57|-1.05|,posnegposnegnegnegnegposposposneutneut,pos,neg,pos,neg,neg,neg,neg,pos,pos,pos,neut,neut,NA,NA,NA,NA,-.07,-.07,-.07,-.07,-.99,-.99,-.99,-.99,-.99,-.57,-.57,-1.05,NA,NA,NA,NA
43,0,817,12,2.07|.02|3.00|-2.06|-2.06|-1.02|-1.02|2.26|.03|1.09|-.01|-.01|,posnegposnegnegnegnegposposposneutneut,pos,neg,pos,neg,neg,neg,neg,pos,pos,pos,neut,neut,NA,NA,NA,NA,2.07,.02,3.00,-2.06,-2.06,-1.02,-1.02,2.26,.03,1.09,-.01,-.01,NA,NA,NA,NA
179,1,818,12,3.00|1.01|3.00|.08|3.00|2.04|3.00|-1.88|.00|-1.04|3.00|-2.99|,posnegposnegneutnegneutnegposnegposneg,pos,neg,pos,neg,neut,neg,neut,neg,pos,neg,pos,neg,NA,NA,NA,NA,3.00,1.01,3.00,.08,3.00,2.04,3.00,-1.88,.00,-1.04,3.00,-2.99,NA,NA,NA,NA
108,1,818,12,1.55|1.55|1.71|-1.15|-1.15|-1.15|-1.15|-1.15|-1.15|-1.15|-1.15|-2.05|,posnegposnegneutnegneutnegposnegposneg,pos,neg,pos,neg,neut,neg,neut,neg,pos,neg,pos,neg,NA,NA,NA,NA,1.55,1.55,1.71,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15,-2.05,NA,NA,NA,NA
8,0,819,12,3.00|1.01|1.03|.03|.99|-1.01|-.55|-.55|-1.12|-.66|-.66|-1.01|,posnegposnegposnegposposnegposnegneg,pos,neg,pos,neg,pos,neg,pos,pos,neg,pos,neg,neg,NA,NA,NA,NA,3.00,1.01,1.03,.03,.99,-1.01,-.55,-.55,-1.12,-.66,-.66,-1.01,NA,NA,NA,NA
74,0,819,12,3.00|-1.00|2.06|.00|1.39|-2.07|3.00|3.00|-3.00|3.00|-.95|-1.45|,posnegposnegposnegposposnegposnegneg,pos,neg,pos,neg,pos,neg,pos,pos,neg,pos,neg,neg,NA,NA,NA,NA,3.00,-1.00,2.06,.00,1.39,-2.07,3.00,3.00,-3.00,3.00,-.95,-1.45,NA,NA,NA,NA
131,1,820,12,2.03|-2.03|1.93|-1.00|.96|2.06|1.51|1.06|-1.03|-1.03|-.52|-.52|,posnegposnegposposnegposnegneutposneut,pos,neg,pos,neg,pos,pos,neg,pos,neg,neut,pos,neut,NA,NA,NA,NA,2.03,-2.03,1.93,-1.00,.96,2.06,1.51,1.06,-1.03,-1.03,-.52,-.52,NA,NA,NA,NA
149,1,820,12,1.68|-1.74|.88|-.69|.59|.59|-1.44|.65|-1.23|-.05|.46|-.13|,posnegposnegposposnegposnegneutposneut,pos,neg,pos,neg,pos,pos,neg,pos,neg,neut,pos,neut,NA,NA,NA,NA,1.68,-1.74,.88,-.69,.59,.59,-1.44,.65,-1.23,-.05,.46,-.13,NA,NA,NA,NA
160,1,821,12,.42|.06|1.01|.02|1.09|.43|1.30|.99|1.61|.35|1.90|1.50|,posnegposneutposnegposnegposnegposneg,pos,neg,pos,neut,pos,neg,pos,neg,pos,neg,pos,neg,NA,NA,NA,NA,.42,.06,1.01,.02,1.09,.43,1.30,.99,1.61,.35,1.90,1.50,NA,NA,NA,NA
124,1,821,12,2.05|2.53|2.53|-.01|1.90|-2.16|1.96|-1.96|2.29|-3.00|2.55|-1.99|,posnegposneutposnegposnegposnegposneg,pos,neg,pos,neut,pos,neg,pos,neg,pos,neg,pos,neg,NA,NA,NA,NA,2.05,2.53,2.53,-.01,1.90,-2.16,1.96,-1.96,2.29,-3.00,2.55,-1.99,NA,NA,NA,NA
58,0,822,12,-2.61|-3.00|-3.00|-3.00|-2.51|-2.51|-2.22|-3.00|-3.00|-3.00|-3.00|-3.00|,posnegposneutposneutposnegnegnegposneg,pos,neg,pos,neut,pos,neut,pos,neg,neg,neg,pos,neg,NA,NA,NA,NA,-2.61,-3.00,-3.00,-3.00,-2.51,-2.51,-2.22,-3.00,-3.00,-3.00,-3.00,-3.00,NA,NA,NA,NA
135,1,822,12,.01|-3.00|2.82|-.02|2.70|.00|1.83|-1.36|-1.53|-1.96|.03|1.25|,posnegposneutposneutposnegnegnegposneg,pos,neg,pos,neut,pos,neut,pos,neg,neg,neg,pos,neg,NA,NA,NA,NA,.01,-3.00,2.82,-.02,2.70,.00,1.83,-1.36,-1.53,-1.96,.03,1.25,NA,NA,NA,NA
10,0,823,12,2.05|2.05|2.05|2.05|2.05|2.05|2.05|2.05|2.05|-1.03|2.08|.04|,posnegposposnegnegnegnegposposnegneg,pos,neg,pos,pos,neg,neg,neg,neg,pos,pos,neg,neg,NA,NA,NA,NA,2.05,2.05,2.05,2.05,2.05,2.05,2.05,2.05,2.05,-1.03,2.08,.04,NA,NA,NA,NA
188,1,823,12,1.55|-.99|1.51|1.51|.52|-1.01|-1.01|-2.03|1.11|1.61|-1.02|-2.04|,posnegposposnegnegnegnegposposnegneg,pos,neg,pos,pos,neg,neg,neg,neg,pos,pos,neg,neg,NA,NA,NA,NA,1.55,-.99,1.51,1.51,.52,-1.01,-1.01,-2.03,1.11,1.61,-1.02,-2.04,NA,NA,NA,NA
106,1,824,12,1.24|-.26|1.05|1.05|-1.14|1.26|1.26|-1.59|-.04|-.04|1.21|-1.86|,posnegposposnegposposnegnegneutposneg,pos,neg,pos,pos,neg,pos,pos,neg,neg,neut,pos,neg,NA,NA,NA,NA,1.24,-.26,1.05,1.05,-1.14,1.26,1.26,-1.59,-.04,-.04,1.21,-1.86,NA,NA,NA,NA
204,1,824,12,2.99|2.86|2.92|2.92|2.92|2.92|2.92|2.92|2.92|2.92|2.92|2.92|,posnegposposnegposposnegnegneutposneg,pos,neg,pos,pos,neg,pos,pos,neg,neg,neut,pos,neg,NA,NA,NA,NA,2.99,2.86,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,NA,NA,NA,NA
160,1,825,12,1.01|.02|1.09|.43|1.30|.99|1.61|.35|1.90|1.50|.99|.06|,posneutposnegposnegposnegposnegnegneut,pos,neut,pos,neg,pos,neg,pos,neg,pos,neg,neg,neut,NA,NA,NA,NA,1.01,.02,1.09,.43,1.30,.99,1.61,.35,1.90,1.50,.99,.06,NA,NA,NA,NA
68,0,825,12,-1.81|-1.81|.89|.47|1.80|-1.45|.49|-1.05|1.44|-1.15|-1.80|.03|,posneutposnegposnegposnegposnegnegneut,pos,neut,pos,neg,pos,neg,pos,neg,pos,neg,neg,neut,NA,NA,NA,NA,-1.81,-1.81,.89,.47,1.80,-1.45,.49,-1.05,1.44,-1.15,-1.80,.03,NA,NA,NA,NA
58,0,826,12,-3.00|-3.00|-2.51|-2.51|-2.22|-3.00|-3.00|-3.00|-3.00|-3.00|-3.00|-3.00|,posneutposneutposnegnegnegposnegnegneut,pos,neut,pos,neut,pos,neg,neg,neg,pos,neg,neg,neut,NA,NA,NA,NA,-3.00,-3.00,-2.51,-2.51,-2.22,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,NA,NA,NA,NA
135,1,826,12,2.82|-.02|2.70|.00|1.83|-1.36|-1.53|-1.96|.03|1.25|.21|.03|,posneutposneutposnegnegnegposnegnegneut,pos,neut,pos,neut,pos,neg,neg,neg,pos,neg,neg,neut,NA,NA,NA,NA,2.82,-.02,2.70,.00,1.83,-1.36,-1.53,-1.96,.03,1.25,.21,.03,NA,NA,NA,NA
